date;equity;cash;gross_exposure;positions_count
2020-01-02;10000,0;10000,0;0,0;0
2020-01-03;10000,0;10000,0;0,0;0
2020-01-06;10000,0;10000,0;0,0;0
2020-01-07;10000,0;10000,0;0,0;0
2020-01-08;10000,0;10000,0;0,0;0
2020-01-09;10000,0;10000,0;0,0;0
2020-01-10;10000,0;10000,0;0,0;0
2020-01-13;10000,0;10000,0;0,0;0
2020-01-14;10000,0;10000,0;0,0;0
2020-01-15;10000,0;10000,0;0,0;0
2020-01-16;10000,0;10000,0;0,0;0
2020-01-17;10000,0;10000,0;0,0;0
2020-01-21;10000,0;10000,0;0,0;0
2020-01-22;10000,0;10000,0;0,0;0
2020-01-23;10000,0;10000,0;0,0;0
2020-01-24;10000,0;10000,0;0,0;0
2020-01-27;10000,0;10000,0;0,0;0
2020-01-28;10000,0;10000,0;0,0;0
2020-01-29;10000,0;10000,0;0,0;0
2020-01-30;10000,0;10000,0;0,0;0
2020-01-31;10000,0;10000,0;0,0;0
2020-02-03;9976,057462090981;-1,8189894035458565e-12;9976,057462090983;9
2020-02-04;10220,427173820952;-1,8189894035458565e-12;10220,427173820954;9
2020-02-05;9930,605933990095;-1,8189894035458565e-12;9930,605933990097;9
2020-02-06;10006,341931247784;-1,8189894035458565e-12;10006,341931247785;9
2020-02-07;10148,997368894816;-1,8189894035458565e-12;10148,997368894818;9
2020-02-10;10233,570326525083;-1,8189894035458565e-12;10233,570326525085;9
2020-02-11;10268,798491503881;-1,8189894035458565e-12;10268,798491503883;9
2020-02-12;10248,234209400893;-1,8189894035458565e-12;10248,234209400895;9
2020-02-13;10256,759201869014;-1,8189894035458565e-12;10256,759201869016;9
2020-02-14;10215,211632484958;-1,8189894035458565e-12;10215,21163248496;9
2020-02-18;10343,6588359754;-1,8189894035458565e-12;10343,658835975402;9
2020-02-19;10496,035258482498;-1,8189894035458565e-12;10496,0352584825;9
2020-02-20;10483,595507024036;-1,8189894035458565e-12;10483,595507024038;9
2020-02-21;10463,209031845083;-1,8189894035458565e-12;10463,209031845085;9
2020-02-24;10173,607313150787;-1,8189894035458565e-12;10173,60731315079;9
2020-02-25;9914,28718787206;-1,8189894035458565e-12;9914,287187872062;9
2020-02-26;9790,244084618247;-1,8189894035458565e-12;9790,244084618249;9
2020-02-27;9340,501118129092;-1,8189894035458565e-12;9340,501118129094;9
2020-02-28;9199,384347101848;-1,8189894035458565e-12;9199,38434710185;9
2020-03-02;9459,941802399164;9459,941802399164;0,0;0
2020-03-03;9459,941802399164;9459,941802399164;0,0;0
2020-03-04;9459,941802399164;9459,941802399164;0,0;0
2020-03-05;9459,941802399164;9459,941802399164;0,0;0
2020-03-06;9459,941802399164;9459,941802399164;0,0;0
2020-03-09;9459,941802399164;9459,941802399164;0,0;0
2020-03-10;9459,941802399164;9459,941802399164;0,0;0
2020-03-11;9459,941802399164;9459,941802399164;0,0;0
2020-03-12;9459,941802399164;9459,941802399164;0,0;0
2020-03-13;9459,941802399164;9459,941802399164;0,0;0
2020-03-16;9459,941802399164;9459,941802399164;0,0;0
2020-03-17;9459,941802399164;9459,941802399164;0,0;0
2020-03-18;9459,941802399164;9459,941802399164;0,0;0
2020-03-19;9459,941802399164;9459,941802399164;0,0;0
2020-03-20;9459,941802399164;9459,941802399164;0,0;0
2020-03-23;9459,941802399164;9459,941802399164;0,0;0
2020-03-24;9459,941802399164;9459,941802399164;0,0;0
2020-03-25;9459,941802399164;9459,941802399164;0,0;0
2020-03-26;9459,941802399164;9459,941802399164;0,0;0
2020-03-27;9459,941802399164;9459,941802399164;0,0;0
2020-03-30;9459,941802399164;9459,941802399164;0,0;0
2020-03-31;9459,941802399164;9459,941802399164;0,0;0
2020-04-01;9459,941802399164;9459,941802399164;0,0;0
2020-04-02;9459,941802399164;9459,941802399164;0,0;0
2020-04-03;9459,941802399164;9459,941802399164;0,0;0
2020-04-06;9459,941802399164;9459,941802399164;0,0;0
2020-04-07;9459,941802399164;9459,941802399164;0,0;0
2020-04-08;9459,941802399164;9459,941802399164;0,0;0
2020-04-09;9459,941802399164;9459,941802399164;0,0;0
2020-04-13;9459,941802399164;9459,941802399164;0,0;0
2020-04-14;9459,941802399164;9459,941802399164;0,0;0
2020-04-15;9459,941802399164;9459,941802399164;0,0;0
2020-04-16;9459,941802399164;9459,941802399164;0,0;0
2020-04-17;9459,941802399164;9459,941802399164;0,0;0
2020-04-20;9459,941802399164;9459,941802399164;0,0;0
2020-04-21;9459,941802399164;9459,941802399164;0,0;0
2020-04-22;9459,941802399164;9459,941802399164;0,0;0
2020-04-23;9459,941802399164;9459,941802399164;0,0;0
2020-04-24;9459,941802399164;9459,941802399164;0,0;0
2020-04-27;9437,292300877056;-1,8189894035458565e-12;9437,292300877058;9
2020-04-28;9821,467957454128;-1,8189894035458565e-12;9821,46795745413;9
2020-04-29;11166,05872619289;-1,8189894035458565e-12;11166,058726192892;9
2020-04-30;10847,128081573774;-1,8189894035458565e-12;10847,128081573775;9
2020-05-01;9869,975037992535;-1,8189894035458565e-12;9869,975037992537;9
2020-05-04;10153,995123150515;-1,8189894035458565e-12;10153,995123150517;9
2020-05-05;9518,560540741375;-1,8189894035458565e-12;9518,560540741377;9
2020-05-06;9399,4773269561;-1,8189894035458565e-12;9399,477326956101;9
2020-05-07;9904,160623840791;-1,8189894035458565e-12;9904,160623840793;9
2020-05-08;10405,415926792348;-1,8189894035458565e-12;10405,41592679235;9
2020-05-11;10136,736268897144;-1,8189894035458565e-12;10136,736268897146;9
2020-05-12;9851,50568401235;-1,8189894035458565e-12;9851,505684012353;9
2020-05-13;9223,50320971814;-1,8189894035458565e-12;9223,503209718141;9
2020-05-14;9376,924398537785;-1,8189894035458565e-12;9376,924398537787;9
2020-05-15;9584,189464436617;-1,8189894035458565e-12;9584,189464436618;9
2020-05-18;10721,995312397665;-1,8189894035458565e-12;10721,995312397667;9
2020-05-19;10340,624358566432;-1,8189894035458565e-12;10340,624358566434;9
2020-05-20;10560,998486630726;-1,8189894035458565e-12;10560,998486630728;9
2020-05-21;10793,051037479185;-1,8189894035458565e-12;10793,051037479187;9
2020-05-22;10752,937139094;-1,8189894035458565e-12;10752,937139094001;9
